Name,Location,Locality,City,Rating,Cost,Place_ID,Photo_Reference
The Turkey Project,"DDA Complex,Defence Colony, South Delhi", South Delhi,Delhi,4.8,1500,ChIJ373dGU7iDDkRvgFnRDFURWg,AdDdOWp-wTTAzGv7gaC6i6LxWNdugmnAcXXfGyBDXJlc6_7gIwxGT-dU9L4-GMuIHF85Xp_48odKDYGjdndmGy_qZd70xWmoMEOQfOg-Ix6oF8uPpO1llwX_gTzOs9LC-rOsFewRHTx_j5KDrUFTSIEMU9ft9WZCcUiFC7V5RC-nT5m2H8FF
Radio Station,"Kailash Colony, South Delhi", South Delhi,Delhi,4.3,1600,ChIJu5tOFcvjDDkRnsFqez9B3lg,AdDdOWramG9DGA8_A_2bZZyQ2LxlGbKGQM9P9-UsNPcZaqB_OdsGVy36n2ewdd0Y6GeRV7hPqrJrvnjWAXNJNqLITEmUqxZi39xsaqpKwZLY52NNHT1mNm0pH8XFdtnnvJe9t-wCkD_G_UNDLk8meWkrhk5WbSDFyqYyaaNPrvLa0JqBeI_m
Cafe Emoji's,"Moti Bagh, South Delhi", South Delhi,Delhi,5.0,500,ChIJWXPpmv8dDTkRxj--FVKxpZM,AdDdOWrdpJSAuHyPfNeQqRX5hyu9NAhOQGQ1jgbRfM0VVSfVXdOi6rGcPzytwxBLk0yZ-6GCkS4Dl4E2rDzj0f_-03TNd35hxznKP8W0wnXSv11ayJ5SfrgMDCcttMKaou1daDp3LuogyfmA_i0KsiOre9wcPaYXf2nFHKv22xTpi0NBXwdN
Nehru Place Social,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.4,2000,ChIJFc2bT8_jDDkRJAbqQAQTKtQ,AdDdOWq_dJFzamBsstc5WZC7heAaz8KD4lJHaEfAVju6pSa_W4LVtHy1Fn8apyYJH42rfr7x8CMcpB0AKtp9TTyhlZJw9dLy9x_H1m0nDoB3X6fIBKW9hIlUbW-9P25z-owdMiulOj5pk-rS4TVI-xp21uayQr4hkQF8TeNoLBqb1FUMgcP8
Troy Lounge and Bar,"Punjabi Bagh, West Delhi", West Delhi,Delhi,3.8,1500,ChIJm5hcMw8DDTkR09l_w3QO54g,AdDdOWptggyJcRUpvBBAFYU8LoLXDO-0x_ljz1MOA814tN3ear1fElV7estFSvHYV23XGP-UklXcvLtobUTCTy3FbVJA_fGUx1u6mlfXQGvoW6JwEVkZGtPMc9ueh3JTT_MnC-KIx_KoQOPxEq_kJA1zqpO-VTFdfApFxz6aXn-o4ZCMsoNq
The Race Lounge And Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,3.8,1200,ChIJvdLREjsDDTkRDyq-BcDOLh0,AdDdOWrut1b2LsJN-ytFFHgYujC9rW9u6c3mgP5s7p7EWJX9DWtyos-nwk5K65qwEQScmLEIEpD8fcigodJNqc9NCgYUrcowVN0Mw2qYppQr3JvKrAe5zzSLlevyyy0PhHBqWqO6vrfGap6EWbsAdqavpVhPy3k3JoWPdrrigUTCrGZaE7DE
High Bae,"Dhaula Kuan, West Delhi", West Delhi,Delhi,4.2,1600,ChIJVapVZC0dDTkRH3Q1bfQsEzU,AdDdOWpneya3U5o4Ude1vmDMOzypowh1P7pShMky9dM4TaxbboyhNod3RnpAzq7iZ_UK_lpCxjdOI8QL7RbnHGy065mHwJ0VYP0HZHCuS998RZ23anOyhEB1pC3tDGOUASibqgeeATvkyaVGrqWrv4tCyPwFI9sGnM4yXtfEu8qKyAD6ET7c
Pipeline Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,4.2,800,ChIJ98MlAl8CDTkRymJ8QeF6r8M,AdDdOWpnJlgpyPNzKUUtxb5x8hddpFwlPThXTMrdjilHQP_NSw6IPGPFEP8fJDD8vmYl8ywowuMt7pz9r2YizyVaAEJn-iVv4ORbGpbUqePGzAnvtKaHq8ZHNTDH-6ntLDaD2keCbbh67kgumYibG6MskZJb2Fr1uneEYtEGO-swR7IAMrbh
Talli Station,"Naraina, West Delhi", West Delhi,Delhi,5.0,1500,ChIJmUh95ccDDTkRFb10YPKApUE,AdDdOWryKXSBCMSMmXtNwWm44-Fydbiy7XaPoMXjborrGLFuScciUkaU_Bjw3DPQEv0MyT-icXkbGMsLdaBsFVRL5Kx8-vzCNp5yWcIHR0FzqyVmiKn0IjjNclvnaFOxvKqKzYHW2k-mRUCNe2pkUa4PYp_WiR_EcWIQgstouUxpbkcfarF0
Brickyard Cafe And Lounge,"Satya Niketan, South Delhi", South Delhi,Delhi,4.4,700,ChIJ2VuSXQkdDTkRrFec2ioIBJ0,AdDdOWo5OyzOxBWvGkyjhgwOb3V-QRbX75m00kNBoXT_EkWdAKM4QQf15h4-rD5ajCqdy8Th1d0fYlBs8SMCghji8iv8iJI8a7FG-7w_ODC8Isgpx5qCawob0WWctyNQe5ekwc4sbwGZGMT8er3K1pAV7GWuB_l4qahjzqZizQxroQ4oWKgn
The Construction Co. Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,3.9,800,ChIJdfj_uBMdDTkRFkZaz0lzdBQ,AdDdOWqgQOT49PdTOwszHFbTO9glJ_LONwZAtGgQi69Ye3vhnhq3MjmV7RzT7_AMkmmWYUkzMmmjjDOCc8KQ89kPF_Op6p4c5f7ikHivz6Yy_eZ93GgP8ueZ8QI5SHvpWUp7sHB5nn6gcWN_uCUyL51ZV_hPJCe-9nHOvKW0o8vUB-Fd0FeR
7 Old Town,"Hauz Khas, South Delhi", South Delhi,Delhi,4.2,1700,ChIJp47znBvjDDkRGpn2E36uBoQ,AdDdOWqgPG44qDFpgtclBK7DGubqxM7Ao--gJ7dEqPe3grhQ7fdZLh1jqUT5Z0XOoHz3DgysCaibLiqxCSC9aTajS8YsMzTQKaklcmkWD_azUujyhqEeafpPex0RoruTzUzRxloNJVJY4JXsLEyTSLTScNl6-MYida_PGzU2VzxnCv0vCEDE
The Clay Oven,"Hotel Park Residency,Green Park, South Delhi", South Delhi,Delhi,4.4,800,ChIJo6sNbHLiDDkRtrCuvesIdKk,AdDdOWo_OQj8fWblTHX7DBaKwey080iBI2uM2zanAfoXBFqQxZPsYmNBNc54kZ8zVN6Sfgoln4L0mnoBYlVqVwWv3NxcX9VdklU-fmgpsJFuXtlW4rTwa7-Tb9woP3VteX6M9-KpyvKA4BPJOh68-YrsDVe1CeYHgScUOD06h8Q1wR5rDM5O
Greetoz Cafe,"Hudson Lane, North Delhi", North Delhi,Delhi,4.0,700,ChIJ-wgPk339DDkRyM6_o7WfQXs,AdDdOWoMVhE02cYJVGO535O5_Gn_0y_Jzm1k1MFDQPJEI7wl5c3Ho-4uGFe_p_GiuYAuNt-oNOm_thv6WepHrfo8IAcxXwF_jC2OFKc6Y8Ju-6ZVr5QIYLVIaOJiG0Gh1JFtCHOm6cqQiwG-tJ6QnsNCL9GqRK90QU-rXdeFZtBoz3jIDAsy
No. 1 Uncles Parantha,"South Extension - 1, South Delhi", South Delhi,Delhi,4.0,400,ChIJ0UJnt13iDDkRqNctrZBilYQ,AdDdOWrnqVZU735J92WiV6BrReQ20fZ7Dp98Xj3RcThYSE7anlUBlPWpSMlGd5AgZiZ9EqsHQCUq1g1xB9zqtKFRP73_Hj8FuCwx32DdvNnhqyULHRgJ-l_7ZlBvyvNIOg_PTPrqsYoBHDqFIi2xjN8Gvm3rqlWPOEgq8VwnfUYFKiv7nhuP
Two Pots Kitchen,"Janakpuri, West Delhi", West Delhi,Delhi,4.9,600,ChIJH49eQ1AFDTkRy02EyY-p-0Q,AdDdOWpRvMcfYFWfGM8CSB72YQ_h_j06EsaYKTo0NlaBR1hmXpsIoRkxaf1S3TZatId2OvVWk9jcANG7zc9V7KYUx8KW0g2PuIjEP2frRCZfEye4yEFpyAHcEvLa1yK0-MtVYJO_1-eP9DmL4W9IC8Rk1qdF-7R7SDNaq2rnqB9Bdt5_LQJD
The China Kitchen,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,4.5,4500,ChIJyYK5ZIMdDTkR3hLUg2KxJ5U,AdDdOWqGUqAV0YckmOSTBEcZQcEjjAgshP5ug7ctT8SZhrFB8VPQLqkixqe6ntblmeCfh1AoQErhsZTVarMT5uxhzdknfQ5odhBEPiVA8EMh-COPpIEmtrSUYjqj2sX8Ck7k3Mr6R22LlJeDfNB7DXCiJKgqX64t0KgAn7H1iiG0FyNp9AU_
Madrina,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,4.2,2200,ChIJpaBEbxECDTkRHgnnU5_WTQE,AdDdOWo7hWTebRwLBcbXXYPjIsZOJs3KVERlwOynt1xTODDqkiwW3gc5XXmcZgXPGZg-Qi5LAjcVN15-09WrDtzgOcxrjQ2h1E_pdXuzLqBEpaFXE2AumPcrpXH1rJsmGIbWix87CeAj8aP3FeNPC6aeRBNqMUqCwy5RfUoK0HRWTCdCqydm
Taxi - World Food Cafe,"Vijay Nagar, North Delhi", North Delhi,Delhi,4.4,1200,ChIJSfWDZZD9DDkRBJHfwphLc3s,AdDdOWqmmPpy6cK4pU0YMMZp1Bi-CZqn0YLIAI7bDGsRHXRxUNF6R05gGyTiIDs8rlFvCKc4Li9G8Yid1llYG20ljj0ToiVF79vcYlFSTNP43c6WplSqb2-zn070QkaQpXhS_CIu6-saCYwnrlugaJjzVle6mwH7Mem_g3b0En_8R0x3nORv
Pind Balluchi,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,4.1,1800,ChIJ8RzMx_n9DDkR-YWmadnxKhk,AdDdOWqNhoIi2m0XJ3hsl7nQl3T57uYmpMyRX0UWUDQ1qLM2GtTvwyIUpjAMAPfBIobnO9zfssToidUCoO3p0aaCt4-hhV0snYvwLsJbX-5JmTutKze9atV9rt4rhg13Gb449w0etB8QiAcWfhcBGwTqoZu-H5NN-SQnX5WX086g2z5Hq3DE
Fabcafe by Fabindia,"Lajpat Nagar - 3, South Delhi", South Delhi,Delhi,4.4,1200,ChIJLVI3R_lnUjoRfpKXEoGAois,AdDdOWpO_W2LosBvcuoKi4Bp_jEJt0--F9RTtEQBohcg0ZgjJUA51hB6y79lEqlIU36JqefXgQ4WXLY2w_2j_-AAoy-HH3Ed-6HJmKCHIy7j7Db11XpxWu9ePc4W6g_SR1RFq7nhGSTuAf0fLxTUbndDJ8809yGDpnVZmmb-m5a-mahnhxNf
Kabila Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,3.7,1000,ChIJVVVVVRIdDTkRsHUoV9WaeAM,AdDdOWoN140RDubkCFJd8fkIkRIa0uAqcGZVos2L06LV0PV2_wwIE0QNP4fPbXed_7FrsY1w_Mv3eugPfOmK5XvD8XvjZX1Q45vpJkZFk4nvZOPZMuHHTczDh8NsDvM-Y1OQMX_tu8MhhMl9fgrVivkIKB1xtB83bkFffftMMjEdiFDzSWP8
Summer House Cafe,"DDA Shopping Complex,Hauz Khas, South Delhi", South Delhi,Delhi,4.2,2300,ChIJ_V7EJA3iDDkRLLZLS6dJ4KE,AdDdOWoZhn5_vvb1nAokFbLi2xAn-D-gLeI_W-IR0uYFY949Hd5h_6w4DJmh2GYGryC2V3p_HyXICChO95CPhk7BroXnnkBhxe3SCFeEh2iIohK6Yco3Mhr-8HdXsznWqpvh0CQkcKQtfrTkzgPA_hL3SL40KpsjRQ93RgXAef15gc3sm1Ov
Full Stop,"Vijay Nagar, North Delhi", North Delhi,Delhi,5.0,1200,ChIJmYnUv7MaDTkRHkzzwhAr0v4,AdDdOWpt5txzYgtG4MPCZCW-Bwi9j2HKigimHlXDL06A1E9uZqLViZervHunIV1dB-ybXxnYwPXdvYD8PVf0eCDFX3PfkNCxKFvUU9e5VxmZ2avizgBDQz5BBqomyF0h7JkUJ1VyCTU6I0PVqtahnlWmfe-vdIYHql7FPJhFgHCTwCFiFqoz
Imly,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.1,800,ChIJUzd4-Fr7DDkR6P4qjKiPbrs,AdDdOWqJV3833iQbLuFw0IrbLePVFh7KFEeOr16JSgNOZIyP3NYLkvjioaVuZOAZmdmryHMIQbE10VLpXWPNoncr8ux5fmOHUagIHZhWzwUwxN7cWpReLH4xurBJficQP2MygY0uH_cYBYfdW-MKT9GQX2kEVOIEjzO8R6OlpXysrLik5s9i
Mic Drop Bar and Restaurant,"South Extension - 2, South Delhi", South Delhi,Delhi,4.0,1000,ChIJGQUEwtzjDDkRqzN8RTrCCx0,AdDdOWpZL51s1aMknWofACfJiaDzqorCZQkPQvZuCmqIthZqIz7TvXaeg5vLKss3C5q80kO8vXDWZW5LJP1XHRrqIZzfWRDkqhyR9kUOLqZNTA8J0xt9VYiTkLvWC7qvElW6f_iLscRo2fpZXis5CQX2AlkA4U1ggFqcgdvgZ7975z3hR7Ft
TK's Oriental Grill,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,4.5,4000,ChIJJ92Be4MdDTkR7Y0IeHTleKk,AdDdOWo-1jDFvpvZuK27JBrxiQd03r0mpjE7T8HCD9HqR8Nd3usvkW9AIbFgcJEFtu-CEcWckOwcqI205CZq6cbtEgH5Jb8Xj0nT6t_mnw_pJzV0YH6bRmAPWHCUNDG67We--WH46AiRLV9MCSQEk--miwg9KtoYz3uVxxGeesAZwLYan2Er
Young Wild Free Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,4.0,800,ChIJH6zB9bPjDDkRq3ZjB-IJwmo,AdDdOWrCDqE7kkuuJF4L9gQ3rSkKwi5Ni4T6wDB7ftLfdHB747G4XfNhsfsxqWMyFuoGPnkUj3zXzeCUQRyyFX-BW5HfKngTceOtOjb1L7F1V9xXpGscWVVcOs-4gY9-NmGImF9Yp6aoNCqg_xU_vBTkSmOg1ABq36RpBEGCBa6-wxAusBp-
Gola Sizzlers,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,4.0,1200,ChIJn7nQ1Dn9DDkRvv88RE3orZw,AdDdOWoAsz2-fwibPD-YYa1qkTZdj5KxYOcExjMmitNYDgSwe2ejgih0HR4BgKgN6PP-Ds-sp3CiWTm6Z9tlIluL1iC17Agc6dSVMbHTkdneL28BGWKqXHaQJYppBjiwsQxsXsd4w7BSPJitaInt9M7nZFTu9YBbcQdBr07P1himHVh1XJGI
Wow! Momo,"Palate of Delhi,Dhaula Kuan, West Delhi", West Delhi,Delhi,4.5,400,ChIJPfVoOZD9DDkRXFZjBAZ0htQ,AdDdOWpMahfvwo6M3VAML0fnLs64z7UggJW-ydFjJ5mGbSnOli0Q7ZouS4FsJGNSeqxIkwyHJDEL_MaMJeh6Miwwtrap62N8qdJRA-MZPhTyiigWHIpaIFS1FBFL6ttBzbBA22tGrxT432vwSu9VkcwkKCcVp6haO5hc9r9TFh_nfRS1yj2h
Rustic Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,3.9,800,ChIJQ0F9JrgdDTkR59xPG7ehgbA,AdDdOWrUPDDfmOH1mHOBHU-U-k-i9GWc64i9entQlaHOvdz8cxt6Uwqx76zTs54Yd151Xbluvq7yalzk4vw67FOBbSigSFRyRmNMqjL6b7A1zFez9sG4LhdKBMPkhEYWdK356xk9FG3Ra96VtU4baoroff0LnTPdjFbnlHmUnwa-R1YeiAcC
The Branch Kitchen & Bar,"South Extension - 2, South Delhi", South Delhi,Delhi,4.0,2200,ChIJ0RVAEV3iDDkRCo0FQ3Ecg00,AdDdOWrz8WYfBVYjxUY96Z6w6VV4k3iGLcRO-Y1DSz9kb5I9dEnV3hbmt5yN6SzUoA0AgLqk5QM3bnGYAivyqX7oRNVXEK7sSDXTDgRO5uufJad4H7KRpIsA3pjVfrZDNQK0U4kqg4IWThjlzDjZZLrZPS7sp36Q6kcaE92G92xbIEqP-B0l
Seasonings - The Spice Mysteries,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,4.1,1600,ChIJtXPIxBQCDTkR95-f09gur6c,
Kofuku,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,4.5,1800,ChIJ3__jQETiDDkRXzRR6BliL2Q,AdDdOWpAt3idUe9fgamSybBKdy4dPjkrIuu2GbWXfGLNw5PVJ096bNei7jgFVpxYFVnA-xKWBXkabuqzs-96j7bV5aRPmlVFIet6Omjy6jlWpMc_sNJ3lFE5Y04Q8Cn1IMjnJ-jvQrCNuIE7WPPjwR74ZfATxak3cfLPQ9wPA4KA8JciLCc
Infinity Lounge Dine and Bar,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.1,1500,ChIJTZNOtaUDDTkRnvUdskGvg2Y,AdDdOWpS7cdoSh58M_w889tYkT8g2LQ_Gdd-MU6UHyPkcmGm3v55Cm5qfpDImLDU3KAXwI-ZZ3mDGc3pSnOyJu7QCYqoWLIIn-CJaDiCevwJ2AYpeKPqFTZIIDe_HJu40qVUbfasTmTNQs6QTAxGlDbOzRtB2Ge1HYKQwjrdm6SjVjhzqMlN
Bhalla King,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,5.0,300,ChIJB0mCmAXjDDkRqPVJwDnd--s,AdDdOWrO9Hwkt7NdvGxaGAvpTf2NcdkO5AoO3jhHGu6ce8XQbjv5Txx8XMZg2FvlQqHPflJCW3xw8_6nTOCOThD__YMvdtjPrYG45LHQGYRhuelN8IShAtbeLz8FkAOeHuFzBuGfrLvK2eUukUt8MQbsCRzfNSV1MC124VJ9wCpkhgnQJZYH
The Piano Man Jazz Club,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,4.4,2500,ChIJVbPuZnbiDDkRq5PIFxO25Pw,AdDdOWrOXRVHLMCyuZdiAraUHyP5dERjbGvfGh7Am8KsuNMC4-p5-2PrZUu9uSXjLKhfvdcJa2pJ-_Fwh045WxrPuSSivlWOxeXJGhGBfTQoQzoleQnnPSj-AsiRCrEC_T0ogvm_NzD1CSfGalYHE_dh195yihs53l91QCg6LZFIXRJi1ILj
The Big House Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,3.6,700,ChIJjbi_ABMdDTkR-1YuyHi07j4,AdDdOWpJelC3OHXjDWx1dIM30dgU-qAtG5BOdHYQhT8QPv0ywTT_rp038FGg193F4vse_aX685gLXwu3WZfUcPeSsxw7UloXZzbfi2uVSuvu7IXUjl0m3Y_71g1tYXtBJVC8OzQWQJmjE5EbtM30Ml1eeLQDKwSo7XxrssZ4OV64vnqQqGqR
Fio Cookhouse and Bar,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.4,4000,ChIJm06TT8_jDDkRLbbS4Ag3LsY,AdDdOWpo0sR3NaxZKBuz0yZ7WUFIYWztZ8M1rGzvBgzirmEuQu_virjdSmY85Siaj1YSkYjG5HOLbhkcBWnki6Nw6g9ht4Fx5bsQ1yEXXtDI4Iuv3rhqX3y3yQidkBuJB85QzLM9yNo1Juflk0mgwsIhNs0t__UYeU41RnBFcuiCccfI6klU
Annakoot by ISKCON Bangalore,"Preet Vihar, East Delhi", East Delhi,Delhi,3.6,500,ChIJcwKB51T9DDkR-daKAxfch3k,AdDdOWppVubzY3NKJFxT64t1ChVgU3W4ZbkkqKL8oQYcuAKF4QbDsX24HH_gQkO79S0bKSip7dYG1nsGqZLhhdC6MUy9aMB762aVR5vFWYiDJZzbOMafU0rGietRRTIlYSFwTztQgVwaWw-UyBd4x_pgcZYTqv8kHZE6NrJFEOJFUnZQhfVk
The Chai Story,"Naraina, West Delhi", West Delhi,Delhi,4.3,400,ChIJrfdC-jf9DDkRDmUMSZmkEqk,AdDdOWqyEYbQ6nnQBK1P5MFQZVu_MxnKRritVTF_L0fENkhh5--rW1VrlxtDP27ZP6Fg3UXD5UKgA6QcXj-vL-bnVLAj5iglQowkoeRevz9RBmnQEyywKk6cCSENAlCgAY1L_1LKMXDzEHDRG5tqIuYTLsfuOPEQEQfKe5xYh-Lih99CBPsr
Ziu,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,4.4,1500,ChIJZ8fOxJ8dDTkRUsYz78_EN9Q,AdDdOWo6ykqtdKMqIG6rP0vEaw2wy6KBLzZ97hIcWLPxhCZROXftGNhoi7MxrQuFroyfFuEYeu-NpS5ViGFzsWvVGI502UM2Sq_P_pCVVjxi14LvMLrfigZ07yXczkh7PpdmD7HIhCH3qpaX99w0hir4agqd38Y07bl-Q1dHpsPm0ce16olb
Meraki Cafe & Bar,"DDA Complex,Defence Colony, South Delhi", South Delhi,Delhi,4.0,1600,ChIJwZGQEU7iDDkRU08UBDrU7_0,AdDdOWp6w7_zyDPoMiXQMclF_4sd5Y4jWfnoz68M95Vzjfi9f5-8ceT7v4Zfr3zQOj4Y37aKihrPSQj8y20MLsUI5DppYiCOqmHvXcon1pb0WM_bPxbn573NUhHuDjZ4L0K9aWFlLpE06qHycI2zJCOBfMcoWidBTRcn-JMc4Yoy2Oe0XGhQ
Plum By Bent Chair,"Worldmark 2,Aerocity, South Delhi", South Delhi,Delhi,4.3,3000,ChIJs7l9DisdDTkRRP9ZIBHIm6o,AdDdOWrxFRQchRfzLK453lhzNeMP_AJj_4gdXIyN3PMXwXYu9aRocptWrDHDbVm0dbq6qu2hGy2GwguDh8twhCj47WY-csz1i3rWony9UbVYU3hCc-hwVqNb4iNZhDzhfa9iFpJ6GeIYCsneZHJcoK-ZYtR9J6xtTaWxxtJ37Wh91vIkKSNo
TBK Kulcha's,"Janakpuri, West Delhi", West Delhi,Delhi,4.5,500,ChIJfxKOOq4EDTkRCtCHeu7VaGU,AdDdOWqtbU-VECfbOzXA5xVzxwUpUHOpi9ymGY9gyGQtNQb9rVVMDJFJyqS5hR_jMhtxMtKMgo32_zmSZAYPCFx56QeW78svwLz06MEmTwf9IVXQeOBba99Cin-rPnn2jJ7hRBopFkIH1Ide38mjcsCsKidswjikgwhiEHsClDBjKVItFmSm
Da Safe Zone,"Satya Niketan, South Delhi", South Delhi,Delhi,3.6,1000,ChIJy_zZX9UdDTkRoH3gxiQxPM8,AdDdOWrjOwBA9pSa09srW5hfLHFeYjcffp_xWickBdcUN061Ll4lHAQnC2UVXi9Mb-p85UAumznyytVMZDRYeMdByfbjXb7ylFai6p35cZW19zQ2VH0_jjub3nsBYyOEwAHyWUeUvWmeUdYp0trOdLMX15mvCRIG8nc8lT9WC4WhHYpmmP5u
The Chai Story,"DLF South Square Mall,Sarojini Nagar, South Delhi", South Delhi,Delhi,3.0,400,ChIJrfdC-jf9DDkRDmUMSZmkEqk,AdDdOWpIPdvZHOzGznYOs7_SBPogOzMACwrVcRbTLSceX7-85Fbt8XJBvrkV1IS1sFQkgo-wfrJoOpU9aIUaJJbCyP3tiWFYw0JzLQmhWBsIQddu9yUaN016vlWc6sN92tKnISpPx3iANgzQCDsylQNNrJuqOPnk_okoZuhXm8EefeD7PPjx
Te Amo,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,4.3,2200,ChIJA2chn8XjDDkRQEWSQpg5fKg,AdDdOWrcq1Xza9trjt2OLhRCEJgIYFsLFUPFkykJ-M9EuMpGYTTfp9_n8TQCxRnOX2T-9_mMm9Cbh8Bb5nBualsM1Q9DZducqSv_2m1yHL4kCFLj8afy-FTiqRImGnIMQrLr50M-ukSyxCWY-j0_itcLZMeETIJOKEtVTH8hfOM4H1_lG879
Only Bar,"Bhikaji Cama Place, South Delhi", South Delhi,Delhi,4.1,1000,ChIJUeNzGjf9DDkRhmYHRS-vR-I,AdDdOWquG4spRz0UqSzFAsUODzDE297Yo0SMZB_t9LOZU_XifS2NGEtnJWolDcewbJMH5ovZtmuk6GNPKcJ48E3ORccgWLgnWokRNMsQaE4rYmwpvpxsmYfkh9vqjhFVz_P5Ohli_lfIVja1nk65bbOSjLKsmfFmluUiikn1NnLhRXaAjb_j
Amar Jyoti,"Sarojini Nagar, South Delhi", South Delhi,Delhi,3.1,1000,ChIJAUutqdriDDkRovwEl9XZq4k,AdDdOWrK7CgHPjaIzzXgh_AJRVlBCmFfIpGLJdrAsQVZ5jEqIP_wmsrSaGal0ZLUfsSBfSNbTD3NreAv6AYIxo18GbI1tsmx3XcgZR-cCu_CZbpjBEjmuOWUssPsWmxYVSaxWhvKzL5mHUDqpS2m73LfRUDFwqbubQU_dlrW2vLxRwsyXpI3
Seoul Restaurant,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,4.8,2000,ChIJQ6NXoUDiDDkRPXNB-Lo4EbI,AdDdOWr-izqY02YKugYZ0FzPlQxbHRr5vngw2ndZQ1ndZcTUQd0MNq6HjJAsRFi5Y1dVA4t2fFNFEmpnQ4W17KGoZD-hDT395ey5Yh9dElViKCPfpkIpSwg-RrKmf9NQ2P-oWuwyedLnxgYsM1xcLCBBF-ed5OKKNP3Ya1CoAteiPqwmrRwV
Frozen Bottle,"Defence Colony, South Delhi", South Delhi,Delhi,3.0,300,ChIJj_CTKun9DDkRS3vB5vGuOxo,AdDdOWpzKpZ7gf-6_Y1BlO7Up6uzOxtWGRAErAd51VZ66M3XnGdh1suv3sAqKu-Tu6_EVFjjRsRUPzZVdYAeM2OBS23vD0wOgxfpp4qCTTFlExiN18hDnGasHjeLq7FK-L2kxUWxe57DX9d5fVScK3Wfsa8n4PTUxkD-kGzZbZ-S9L8G3Gmd
Boombox Cafe,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.1,2500,ChIJA7w63UniDDkR4SF2lCJBCuM,AdDdOWqZDCwB0o9omwNs5gKrjmIp1ltdUjAjSCeyh8j7BQBEupnkEE7ebAcKNTGE4NIxxTJzseQrOpjqJvyX2gYz0fu6mv0bhI2X-NBUZINqMZRNeONrl6N4SnSeQAt61EkJfp5w3N-WBgkFZq2CHoJpknXYciLmuHk0ZGtuhaUYn8UFp5kj
For God's Cake,"Hudson Lane, North Delhi", North Delhi,Delhi,4.5,500,ChIJbWE5SPL9DDkR_v5AkOqYQIA,AdDdOWp6xqHxa2gBBKYrkkHUCfmH-FKa82SIFZFwDN13lUq5D--MLBE7n1l8x6wce2Xys9NQtTNLYw3yiTAqCeQmjdyj4VNkkS0oFHnFgE1MKgT2vNQ-jDm0XSwIKHZ-qCsEwvoUlZusYS1eFktJ27YRd2dhTnQ6fDjKXLdP32FupAgzc24o
Cafe Platonic,"Satya Niketan, South Delhi", South Delhi,Delhi,3.9,1000,ChIJzev0_-UdDTkRO1fLCq4BS-g,AdDdOWo0TtuYDb7VER2hDDDAK0diLaSnjXepSZJiJnnyUZ_MEQO0yo6Kb_fGm-rX62nX_4O-BelDFHFsPWLfNUYj3EU-yDhDH6o7NsrgD7hKaS06MPiKpJsRhNX-DjVqiIQDXSG87ERR2fdEIvRTPz2BCKvP2zMbD2sfZ60ZuYqKGpa_H_QP
Chili's American Grill and Bar,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,4.3,2000,ChIJyzQUHgQbDTkRGGfb0vxDQTA,AdDdOWo6cDDHE8JpRLzBZRVvgUYjXGZ96V82wkvI2dZxchB-RURyGyGQBmrClB4JaR3tzL-0OLPNUlLoEZqwRlS1PHMp40fmItyPeDJof4enGFK889D9y-_15afSg68dTXuXQBzxFq3mA-FcVzcIBBI5TBKBpMYsHAzVxdJwtDIP-dY-DXNl
IKK Panjab,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,4.3,1800,ChIJT74cbqQDDTkRPtRrZCvRE4Q,AdDdOWoUXA2pGHD1qQndaU-OPDRwUOEk1T8EAvL2pnJ3gIbCGx8hVf6RcuBi3phtlBOrSIL4zM3BsrOSEoW35cjpDbnnjifEs1DF-KA90d4HGjSnUt07dhWvhudDOPeuGyckyuxnzza8-st-4o5twjvqObNburxBSNedGAtic9qCOWr679F3
